,thscode,x1,ww1,x2,ww2,x3,ww3,x4,ww4,x5,ww5,x6,ww6,x7,ww7,x8,ww8,x9,ww9,x10,ww10
0,570001.OF,628.0,418636667.53,1523.0,402590204.94,639.0,383708092.05,2095.0,373219283.1,503.0,370928343.8,736.0,359892192.0,704.0,342759117.0,2563.0,327733745.0,1295.0,293822942.4,34.0,223589976.62
1,570008.OF,628.0,134876115.22,1523.0,130738436.22,639.0,129860667.0,2095.0,126794491.32,2563.0,122025150.0,736.0,119206896.0,450.0,90161808.75,503.0,86191676.2,704.0,80735953.75,1295.0,78458479.2
2,590005.OF,319.0,41604000.0,111.0,34803000.0,275.0,34037839.94,2563.0,32740450.0,42.0,32250877.2,1111.0,30527750.0,600.0,30475161.0,453.0,30192000.0,393.0,29187000.0,1624.0,28077300.0
3,610004.OF,290.0,59152250.97,752.0,51690426.9,888.0,50563921.5,453.0,49875838.22,1098.0,44280648.0,1041.0,42131574.3,523.0,41730141.6,251.0,39168954.0,430.0,34350376.0,606.0,32394140.0
4,610006.OF,1041.0,38241252.0,888.0,33826839.75,1098.0,31967820.0,752.0,28097475.0,523.0,28050682.1,1085.0,26780870.0,2094.0,25008904.2,245.0,24649376.0,1324.0,24570000.0,453.0,23510760.0
5,630002.OF,976.0,137022385.95,347.0,93645213.6,542.0,93368351.43,233.0,86051189.21,175.0,83924610.0,830.0,68322444.0,487.0,67700688.3,376.0,63956771.72,209.0,61579984.96,229.0,58517000.0
6,630006.OF,114.0,5520253.65,509.0,4807486.56,280.0,4563419.14,473.0,3905200.0,177.0,3281520.0,202.0,3079531.0,177.0,3051048.0,628.0,3048227.0,646.0,3038447.0,66.0,3002545.67
7,630010.OF,114.0,27539231.0,509.0,24393655.2,280.0,23372577.52,473.0,19435884.0,177.0,16583880.0,202.0,15367133.6,646.0,15355404.64,628.0,15281168.0,177.0,15255240.0,66.0,14815245.71
8,630016.OF,1171.0,10197203.66,2094.0,9016638.12,2602.0,7648482.0,1098.0,6924780.0,1041.0,6192072.0,1159.0,5960710.0,1193.0,5940480.0,722.0,5479560.0,452.0,5061997.72,205.0,4723838.0
9,660004.OF,2602.0,31719600.0,2563.0,19018500.0,1030.0,18840314.0,440.0,18694902.0,831.0,18477432.0,1235.0,18188800.0,386.0,16121438.0,1523.0,16074408.0,440.0,15512280.0,633.0,14375166.0
10,660006.OF,2563.0,5317000.0,2602.0,4111800.0,748.0,4044893.15,1193.0,2283840.0,732.0,2252500.64,19.0,2047532.05,1206.0,1962300.0,1213.0,1933478.0,867.0,1900283.0,1086.0,1858750.0
11,660010.OF,1235.0,286818537.6,1030.0,277175219.51,736.0,274914292.0,1523.0,274806550.62,2563.0,265645500.0,382.0,213045154.56,281.0,191232833.82,748.0,185893176.98,246.0,135455411.12,309.0,108307865.28
12,660012.OF,1523.0,46522098.0,953.0,46461858.3,2563.0,36196500.0,448.0,30343690.0,190.0,25958712.0,718.0,25565184.0,1235.0,24197600.0,500.0,22093214.24,382.0,21341844.72,435.0,21106250.0
13,688888.OF,1113.0,107430000.0,365.0,105100000.0,1730.0,101600000.0,87.0,92850000.0,509.0,84945000.0,351.0,76400000.0,233.0,71960000.0,190.0,70650000.0,103.0,60960000.0,356.0,58350000.0
14,690004.OF,2602.0,11971746.0,1159.0,7613680.0,2095.0,7515064.44,880.0,6904412.8,452.0,6820800.91,1741.0,6582918.0,807.0,5836050.0,1041.0,5661864.0,678.0,5619264.0,462.0,5530072.0
15,690005.OF,1111.0,21624748.0,478.0,21363396.45,509.0,21323460.2,487.0,20189161.16,1624.0,20048752.05,409.0,19495987.2,262.0,18829878.6,649.0,18016345.0,1170.0,18001344.0,1439.0,17917452.0
16,690007.OF,2095.0,173015189.28,1523.0,125550314.26,1624.0,110404207.19,1741.0,98804349.0,1098.0,97057716.48,2563.0,95638515.0,968.0,93621515.13,616.0,92189214.0,346.0,90546248.54,880.0,88509075.92
17,700001.OF,310.0,10820128.0,406.0,10197760.0,111.0,8887655.0,584.0,8708623.0,245.0,7471401.0,635.0,6951256.0,509.0,6686100.0,216.0,6652529.94,149.0,6507208.45,1438.0,6468930.0
18,700003.OF,857.0,217879869.9,2094.0,206926927.56,91.0,183215326.92,606.0,162755850.0,1193.0,150095462.4,1384.0,135265013.23,616.0,131828009.28,637.0,122314426.0,561.0,104413202.3,435.0,104059230.28
19,720001.OF,179.0,320255075.16,157.0,316379509.56,744.0,306909954.94,141.0,285529359.36,453.0,265567259.5,406.0,263226952.0,153.0,260089478.0,163.0,249298322.5,169.0,234288280.45,246.0,199380855.94
20,750001.OF,2602.0,402796200.0,1439.0,348880482.0,977.0,278275796.28,478.0,229785070.35,2563.0,162373000.0,678.0,125392371.0,1159.0,117954436.5,124.0,112101301.37,352.0,103053460.0,492.0,89204304.0
21,160133.SZ,2563.0,118728610.0,2602.0,95906400.0,660.0,81440983.73,263.0,55856536.0,1235.0,36182720.0,1295.0,35312673.6,825.0,33262350.0,354.0,32224230.0,623.0,29087502.0,880.0,28716569.8
22,160322.SZ,693.0,156298013.58,351.0,127520066.2,728.0,117317427.15,115.0,80290368.34,293.0,60835608.27,207.0,58802120.38,147.0,52409806.04,104.0,47503067.89,56.0,39344103.75,264.0,37866940.91
23,000041.OF,,,,,,,,,,,,,,,,,,,,
24,000043.OF,,,,,,,,,,,,,,,,,,,,
25,000082.OF,107.0,25910556.0,603.0,24213613.0,15.0,19979646.15,1730.0,19513524.6,1113.0,18093861.94,268.0,16965252.52,558.0,16064477.52,570.0,15303340.0,606.0,13141189.6,1624.0,11540810.2
26,000309.OF,27.0,32145985.73,62.0,26427870.0,26.0,25962349.04,1523.0,25345240.0,2602.0,22321200.0,750.0,20906600.0,37.0,18101790.0,1324.0,16380000.0,195.0,15869175.5,290.0,12565570.0
27,000409.OF,2094.0,374927942.82,1041.0,358645157.4,2602.0,326084430.0,1324.0,277397445.0,690.0,267426169.92,1159.0,237090997.0,788.0,203036016.0,1212.0,192989537.9,957.0,130176227.22,420.0,118596600.5
28,000457.OF,1401.0,119822955.53,417.0,102132170.12,134.0,64256782.2,435.0,54566600.0,215.0,54317580.0,172.0,52294621.2,509.0,51012304.0,940.0,49596792.0,47.0,44842420.5,432.0,44102392.57
29,000471.OF,1267.0,73279244.65,1295.0,46009080.0,429.0,43913205.0,173.0,35508882.4,234.0,35348700.0,276.0,35304690.84,1401.0,32222144.0,749.0,29197051.44,98.0,27856608.0,101.0,27435450.0
30,000513.OF,252.0,56866388.0,206.0,50064000.0,916.0,45607567.0,1213.0,45535502.0,148.0,44175224.0,2563.0,44172000.0,165.0,37893550.96,135.0,35170848.0,502.0,31645983.52,127.0,30099119.36
31,000524.OF,2563.0,10225000.0,1523.0,5802726.0,1385.0,5759660.11,628.0,5747595.0,646.0,5271118.0,1741.0,5023008.75,2095.0,5007844.17,1030.0,4980083.0,903.0,4939976.0,435.0,4911405.5
32,000549.OF,207.0,4657809.6,903.0,2967336.84,1325.0,2642250.0,420.0,2510727.68,1159.0,2279095.0,940.0,1982400.0,1213.0,1915520.0,2602.0,1815600.0,639.0,1796542.2,880.0,1493022.28
33,000577.OF,2563.0,267582115.0,2602.0,260476122.0,1439.0,226849853.16,1113.0,196925062.84,876.0,153304524.8,2095.0,132701374.08,1206.0,123945620.0,1267.0,120752867.9,942.0,110567365.1,833.0,99906660.0
34,000592.OF,2602.0,66590868.0,1171.0,55712036.8,598.0,53882449.6,429.0,53134620.0,2563.0,44785500.0,957.0,41623452.0,164.0,41611660.0,639.0,41611580.73,487.0,40192740.0,430.0,31312992.0
35,000628.OF,176.0,449746309.67,773.0,412210391.28,463.0,382013278.77,723.0,381414290.38,1031.0,365659007.6,79.0,351238739.91,433.0,331504243.76,384.0,305634117.4,134.0,275111667.25,83.0,264375084.6
36,000746.OF,1439.0,227388564.0,1235.0,208956832.0,453.0,207890161.0,245.0,148114106.07,542.0,148049559.0,440.0,136186142.4,407.0,131624115.2,677.0,123565533.0,390.0,111950525.0,233.0,103016137.0
37,000751.OF,751.0,851295883.2,346.0,718947482.44,244.0,693803672.24,594.0,598218567.4,747.0,545879618.18,1295.0,519894460.8,646.0,481005657.9,503.0,334889214.24,457.0,314439876.78,677.0,270374217.68
38,000778.OF,1741.0,41173527.0,2563.0,40695500.0,1031.0,35543235.44,1267.0,33782075.05,1268.0,32188775.85,773.0,32010583.84,810.0,26477075.1,1206.0,23767040.0,401.0,22713312.0,1235.0,14109312.0
39,000780.OF,330.0,70059518.76,381.0,47511000.0,428.0,38961402.32,200.0,34854935.0,352.0,30640460.0,744.0,26296810.0,277.0,21660889.0,57.0,21224762.1,256.0,20931200.0,1624.0,20262347.51
40,000828.OF,453.0,404103222.77,857.0,310548245.7,2602.0,309319500.0,1324.0,296127000.0,297.0,275691224.96,773.0,273598834.0,440.0,267602542.2,382.0,239097991.2,1523.0,228507348.0,360.0,205440963.0
41,000831.OF,1624.0,426360039.9,507.0,325714239.4,742.0,311349815.0,1016.0,269056149.34,290.0,249550522.15,381.0,247500000.0,1295.0,244296000.0,428.0,237964124.64,452.0,212252000.0,752.0,175875315.0
42,000866.OF,544.0,10258859.91,276.0,9659585.76,431.0,9266013.0,1210.0,8973980.0,555.0,8292550.0,1401.0,8234656.79,85.0,7760200.0,742.0,7485100.0,57.0,7233006.0,160.0,6949360.0
43,000893.OF,562.0,55766100.0,723.0,49165714.38,248.0,46238700.0,211.0,43392000.0,536.0,41445000.0,112.0,40392000.0,744.0,40057200.0,135.0,35937231.33,57.0,35392500.0,210.0,33807900.0
44,000925.OF,2602.0,124881240.0,658.0,82428070.0,582.0,75749210.04,1213.0,69275978.0,391.0,67634708.96,436.0,64356174.3,399.0,56172117.4,1761.0,55378460.89,129.0,53370454.5,880.0,50883772.8
45,000955.OF,2563.0,29570700.0,2602.0,27162978.0,748.0,20224465.75,263.0,16186990.0,1235.0,9419200.0,825.0,8613198.0,354.0,7535430.64,1523.0,7236733.0,1295.0,7047000.0,623.0,6966326.4
46,000960.OF,581.0,273478330.4,1110.0,256421332.94,383.0,243619488.42,1624.0,242482946.09,1295.0,219257226.0,742.0,187068833.0,659.0,164526603.29,67.0,151770421.12,752.0,129745326.9,507.0,103497868.1
47,000971.OF,106.0,148320881.04,1385.0,146892878.83,2563.0,140716450.0,1741.0,117855232.92,1235.0,112659153.6,749.0,69326902.56,743.0,67247704.16,744.0,57538236.26,270.0,52965766.0,1523.0,49424859.96
48,000978.OF,267.0,16557645.0,209.0,16392029.1,91.0,16163616.0,1086.0,13708355.6,185.0,13117335.0,284.0,13097924.37,492.0,12885510.4,175.0,12870024.0,413.0,12055768.0,956.0,11460955.8
49,000979.OF,149.0,149008391.68,171.0,148194592.32,154.0,142155770.9,189.0,141538243.52,39.0,140988179.85,317.0,90316479.07,284.0,78680663.25,58.0,39137907.18,304.0,30027056.4,693.0,29683287.09
50,000985.OF,957.0,57458266.32,2094.0,57039477.69,289.0,56412850.8,176.0,53645386.44,391.0,48341768.97,452.0,43260173.07,440.0,34280496.6,2602.0,32128644.0,435.0,31724262.68,225.0,31441492.0
51,000991.OF,875.0,444994730.32,941.0,413649519.2,1438.0,380002932.0,739.0,277880292.48,649.0,241204143.0,270.0,228728069.92,560.0,202550097.38,570.0,201991454.04,515.0,182949316.9,124.0,119689806.2
52,000996.OF,1730.0,88900000.0,2563.0,87526000.0,1741.0,80772000.0,1267.0,77900000.0,1210.0,68780000.0,1439.0,61110000.0,447.0,51890000.0,916.0,51470000.0,240.0,50980219.18,1523.0,50023500.0
53,001008.OF,836.0,43377330.0,2563.0,41513500.0,540.0,37968366.22,1170.0,37884294.0,509.0,36108160.0,248.0,36029117.0,1439.0,32979443.22,60.0,27998797.5,678.0,25616987.0,957.0,22354644.0
54,001009.OF,1523.0,30114147.0,2563.0,27176005.0,1159.0,24299660.8,2602.0,24277776.0,1041.0,15250975.5,181.0,14842689.2,440.0,14607838.0,420.0,14480912.0,656.0,14459098.4,405.0,14406094.2
55,001028.OF,207.0,13669590.4,1325.0,11017500.0,1159.0,10894575.0,903.0,10821029.84,420.0,10121900.56,1171.0,9132474.96,2602.0,8704200.0,880.0,7598400.0,940.0,7237440.0,1213.0,7165242.0
56,001036.OF,346.0,26984062.05,594.0,25249272.0,1295.0,23677920.0,244.0,23538340.08,405.0,22110130.0,659.0,21060080.15,751.0,19689432.0,504.0,18582426.5,431.0,17656100.0,747.0,14643509.0
57,001040.OF,213.0,63356640.66,453.0,53240675.8,405.0,44368133.4,452.0,44028925.63,333.0,35898651.62,134.0,33998282.11,247.0,30294000.0,751.0,28705600.0,390.0,28020148.0,201.0,27027000.0
58,001044.OF,2563.0,94775525.0,282.0,80693908.81,356.0,70635417.45,275.0,63175156.5,148.0,61201206.14,227.0,60182500.0,258.0,56464732.8,1267.0,53840507.1,131.0,52558731.0,46.0,52217761.95
59,001054.OF,1113.0,436483219.84,880.0,417912000.0,2563.0,409000000.0,903.0,372409648.0,390.0,331712657.25,623.0,205283943.2,1439.0,202343643.18,570.0,195644000.0,1730.0,172715834.4,516.0,170470991.88
60,001070.OF,420.0,69729478.0,130.0,63034211.95,581.0,48019420.4,420.0,44739376.0,957.0,44503173.0,582.0,42850605.0,67.0,42521300.0,240.0,42376350.0,428.0,40292412.6,487.0,39466492.38
61,001072.OF,1212.0,35131834.0,2602.0,33161400.0,860.0,26138198.0,440.0,25279458.4,207.0,24116017.6,1143.0,19869504.0,509.0,17848920.0,631.0,17509905.0,1523.0,17341480.0,1324.0,17218500.0
62,001126.OF,2602.0,106831506.0,2563.0,106084375.0,2095.0,101153335.05,1213.0,89915706.0,1523.0,80971372.0,1730.0,77313078.8,1401.0,53416820.13,1170.0,47927123.55,860.0,44740830.31,1295.0,42097838.4
63,001158.OF,2602.0,144180000.0,1212.0,113734000.0,916.0,102940000.0,1193.0,99840000.0,2094.0,93282000.0,976.0,90967500.0,1169.0,87291000.0,1085.0,81785000.0,567.0,75686400.0,529.0,69981894.0
64,001163.OF,1523.0,43655330.88,2563.0,35940875.0,743.0,35686516.04,1030.0,31620527.0,487.0,30075728.0,281.0,28977856.0,1741.0,26331672.0,646.0,24693677.0,1159.0,23417075.0,953.0,20421225.0
65,001166.OF,2602.0,90801360.0,957.0,76933896.0,639.0,67597096.95,1159.0,50090000.0,1212.0,41904514.12,1193.0,37440000.0,1171.0,37291800.0,857.0,36920961.0,248.0,36707000.0,430.0,34506257.4
66,001171.OF,1624.0,311970000.0,507.0,248175510.0,742.0,231200000.0,381.0,193502205.0,1295.0,187916554.8,428.0,185080000.0,452.0,180640000.0,644.0,155980000.0,290.0,142636200.0,2563.0,119270535.0
67,001178.OF,1439.0,70021828.44,880.0,67213847.0,740.0,62924547.84,744.0,44893094.63,66.0,42245958.9,957.0,35934678.0,277.0,35121050.0,527.0,31677343.56,325.0,29740140.0,1401.0,23538114.0
68,001186.OF,236.0,116669356.05,267.0,109020548.82,825.0,97265647.16,588.0,91158360.8,570.0,65320226.0,708.0,56451783.69,37.0,53395923.58,555.0,39725980.0,56.0,35848155.0,130.0,35422170.28
69,001195.OF,2563.0,61350000.0,457.0,59092738.67,1523.0,39446400.0,603.0,36310220.0,390.0,33445800.0,1267.0,28823000.0,1741.0,22313265.0,704.0,21609180.93,718.0,21224595.24,129.0,20879100.0
70,001223.OF,707.0,7570618.0,210.0,6302285.0,1401.0,5676720.0,219.0,5348998.56,431.0,5092753.0,561.0,4257558.0,631.0,4212000.0,339.0,3957600.0,2602.0,3951600.0,678.0,3499497.0
71,001230.OF,825.0,178313739.56,428.0,168048568.24,1016.0,153112504.6,744.0,107013848.32,744.0,95300001.2,200.0,92962505.0,325.0,57061350.0,179.0,56154578.4,752.0,48408687.6,245.0,43860001.5
72,001236.OF,2563.0,96933000.0,1523.0,59961502.0,504.0,58368414.0,1325.0,54005250.0,54.0,49271826.0,393.0,41967412.5,1741.0,41658159.0,1761.0,39695260.0,197.0,38788714.24,836.0,35409321.6
73,001245.OF,1193.0,304746249.6,1324.0,292812000.0,1523.0,265604775.6,656.0,190379491.2,2602.0,159879600.0,634.0,141816793.92,2094.0,132206779.59,424.0,114062292.0,1085.0,112100171.6,903.0,110320959.0
74,001291.OF,2563.0,10634000.0,977.0,4043622.0,486.0,3531627.0,751.0,3493160.0,942.0,3476530.0,1267.0,3345805.0,176.0,3317780.0,880.0,3283038.0,307.0,3163966.0,77.0,3153150.0
75,001313.OF,1171.0,44477260.52,2602.0,36116022.0,1523.0,35730452.09,396.0,34183064.3,1193.0,30890121.6,1325.0,28255500.0,656.0,22097327.6,1730.0,21534323.2,736.0,20886648.0,620.0,20848294.38
76,001396.OF,2563.0,23313000.0,1171.0,18740563.8,1385.0,18305735.77,2602.0,17020182.0,96.0,15184432.0,487.0,13795185.6,582.0,13296864.0,1730.0,13172440.0,1439.0,12002004.0,374.0,9895840.0
77,001404.OF,1143.0,127807466.88,356.0,86902882.56,248.0,82934341.6,288.0,82746405.0,420.0,78412500.0,371.0,76468642.8,164.0,76345187.3,205.0,76152161.12,404.0,75463464.0,449.0,73108688.97
78,001410.OF,788.0,563731063.2,1193.0,346433568.0,1523.0,322931706.6,562.0,318611341.0,223.0,274378236.0,2602.0,264137226.0,1086.0,214737521.3,119.0,197159084.0,198.0,192022696.12,463.0,179901127.68
79,001416.OF,39.0,50566164.38,773.0,24692152.0,833.0,21688290.0,2602.0,21413400.0,831.0,21078336.0,1439.0,20522484.0,1523.0,20309541.0,56.0,20129400.0,61.0,19303800.0,2563.0,18214815.0
80,001473.OF,1439.0,40465296.0,2602.0,37486800.0,2563.0,37423500.0,478.0,31236822.0,1210.0,26343138.2,547.0,21106114.75,936.0,20487700.0,594.0,17677266.84,119.0,16795301.36,678.0,14570785.0
81,001476.OF,453.0,176363447.13,627.0,111342555.0,2602.0,81141300.0,1193.0,80998819.2,2095.0,71476599.57,1325.0,60160035.0,59.0,59928711.78,1523.0,53356065.57,352.0,50528849.32,1401.0,43896589.0
82,001490.OF,2563.0,82178325.0,1741.0,52845081.0,2602.0,51691200.0,1523.0,49061460.0,1624.0,40153242.74,1385.0,32430378.04,1170.0,24236249.16,436.0,22772380.0,402.0,22709796.0,584.0,22659021.0
83,001496.OF,2602.0,33161400.0,2563.0,25783360.0,620.0,20419512.0,390.0,18896877.0,311.0,17825255.36,1325.0,16643250.0,623.0,16101584.8,747.0,13383020.5,1159.0,13374030.0,386.0,12651384.0
84,001528.OF,1266.0,12853889.5,335.0,11190000.0,637.0,11154000.0,1267.0,9664272.09,217.0,9638000.0,493.0,9517480.0,39.0,9102940.0,567.0,8724960.0,416.0,8341606.3,633.0,7925400.0
85,001542.OF,1193.0,109813641.6,487.0,107561421.45,2602.0,94909422.0,722.0,75876685.0,429.0,68079912.45,1041.0,60244884.0,453.0,36289417.84,338.0,32702670.0,858.0,26953080.0,751.0,24014540.0
86,001576.OF,2602.0,426228654.0,1171.0,389363779.42,2094.0,376850018.43,1041.0,342611786.7,429.0,281182742.55,448.0,235917228.75,106.0,234842028.3,156.0,190026725.46,1324.0,182053365.0,360.0,178622010.06
87,001579.OF,1213.0,83804000.0,744.0,81083986.92,141.0,70093500.0,880.0,69943245.41,145.0,65480000.0,412.0,50363359.8,418.0,49106037.0,1267.0,47078865.0,836.0,43800000.0,2563.0,40900000.0
88,001583.OF,739.0,72494257.92,875.0,67097308.32,1438.0,65608813.44,164.0,53626228.29,935.0,46628275.0,396.0,41932516.5,85.0,39074549.57,68.0,35566176.21,597.0,32791525.2,115.0,31758549.64
89,001605.OF,620.0,177629467.07,555.0,153270270.7,293.0,136281710.1,957.0,114970947.0,728.0,107538926.59,588.0,95714643.18,115.0,94928188.64,351.0,90323910.67,39.0,87980878.21,478.0,83191426.45
90,001616.OF,2602.0,475347042.0,788.0,403555224.0,424.0,309112447.84,1210.0,300217460.0,502.0,295440756.12,567.0,282781209.6,903.0,252424085.2,1624.0,219622200.45,1159.0,215774947.05,880.0,198991015.0
91,001637.OF,61.0,38607600.0,598.0,12017500.0,418.0,11529779.0,623.0,11220522.4,644.0,11175967.0,330.0,10330460.0,134.0,10230360.0,265.0,10222992.0,176.0,9805140.0,385.0,9693051.0
92,001645.OF,87.0,333772720.32,461.0,332194810.44,634.0,328570107.68,173.0,324867828.99,95.0,304643211.84,258.0,270226706.4,233.0,237034845.4,172.0,233272322.47,182.0,222138307.85,113.0,204277395.66
93,001651.OF,2563.0,19202550.0,1268.0,19101357.0,936.0,18741100.0,1439.0,17924436.0,1113.0,17314421.48,38.0,14352135.0,789.0,12160273.47,1741.0,11308080.0,749.0,10743446.0,323.0,10067958.0
94,001672.OF,375.0,21296000.0,187.0,14250501.72,30.0,13662000.0,60.0,12896930.5,225.0,12864000.0,314.0,12767300.0,509.0,12515230.0,53.0,12447600.0,276.0,12136800.0,173.0,11958000.0
95,001703.OF,2563.0,31155575.0,728.0,18168922.04,114.0,16716328.74,57.0,16376683.25,49.0,15053533.29,24.0,14356553.44,189.0,13807897.74,152.0,13484783.0,722.0,11690793.47,54.0,10405259.22
96,001705.OF,2094.0,177775236.48,2602.0,165755202.0,880.0,112477766.2,1729.0,105932579.6,370.0,102567839.0,561.0,102268387.3,1169.0,100668539.73,210.0,98622931.82,677.0,94628776.13,646.0,90104525.4
97,001717.OF,1624.0,1643042000.0,507.0,1189100155.1,1295.0,1064880000.0,742.0,968150000.0,1016.0,940172328.04,428.0,930690802.64,381.0,922500450.0,452.0,812881670.92,290.0,747168149.97,600.0,693268254.0
98,001725.OF,1031.0,160776487.64,196.0,152096794.5,2602.0,149468202.0,1523.0,110051700.0,127.0,104091862.52,314.0,86110292.4,568.0,84193500.0,276.0,81690000.0,968.0,72949448.0,436.0,71600000.0
99,001726.OF,1523.0,27390594.0,1741.0,24958548.0,1385.0,24877156.93,825.0,16911279.0,603.0,16502791.0,2563.0,16155500.0,1030.0,16140269.0,678.0,16117755.0,1268.0,16037470.35,1235.0,15915200.0
100,001736.OF,66.0,150878424.66,162.0,127835468.4,348.0,113113459.0,463.0,109787578.08,399.0,104891836.0,405.0,101100131.0,880.0,91841860.8,436.0,90047740.0,1325.0,87067500.0,1143.0,86249443.2
101,001766.OF,1624.0,97404105.32,742.0,71404964.0,600.0,66033641.7,174.0,56461308.67,1295.0,52812097.2,452.0,48889177.32,476.0,38592125.0,279.0,34362237.2,119.0,32043348.0,628.0,30801962.1
