,thscode,ths_top_n_top_stock_mv_to_si_mv_fund
0,161818.OF,67.01060416549
1,161910.OF,54.252497781256
2,162209.OF,64.75224640737
3,162214.OF,43.496495673209
4,163411.OF,29.092198371699
5,163805.OF,73.188382832419
6,163807.OF,35.887794506619
7,163822.OF,33.368420517522
8,166002.OF,38.179810706876
9,166005.OF,42.892047550694
10,166020.OF,37.844053476194
11,166301.OF,26.091093381356
12,180010.OF,21.537784257953
13,180012.OF,79.609364496039
14,180013.OF,32.551497227967
15,180018.OF,69.258566082774
16,180028.OF,42.38975666641
17,180031.OF,39.446958118171
18,200001.OF,34.435230353799
19,200006.OF,55.845562178982
20,200008.OF,73.370383804248
21,202003.OF,46.561180282315
22,202005.OF,50.532257333694
23,202007.OF,46.929132015223
24,202011.OF,54.60002305497
25,202023.OF,46.454641600881
26,202212.OF,58.346899583727
27,206009.OF,58.3048981841
28,210003.OF,50.755101300199
29,210008.OF,68.278330741748
30,210009.OF,38.308784916464
31,213003.OF,64.212686650322
32,217009.OF,46.793616018616
33,217010.OF,50.925262002452
34,217012.OF,48.961285913886
35,217013.OF,46.860398921023
36,217020.OF,42.986684464466
37,229002.OF,11.687320685729
38,233006.OF,67.784767101126
39,233007.OF,67.947577910584
40,233009.OF,10.964782409097
41,233011.OF,58.054013295968
42,240004.OF,48.605440542047
43,240008.OF,73.578171742485
44,240022.OF,56.985292319885
45,257010.OF,49.285538694859
46,257020.OF,58.281734443379
47,257040.OF,63.488944854072
48,257070.OF,62.757586335671
49,260101.OF,37.882640730262
50,260103.OF,67.318526744315
51,260104.OF,73.76962013177
52,260108.OF,79.573216342228
53,260109.OF,79.248249291215
54,260116.OF,45.616790768896
55,262001.OF,
56,270005.OF,69.458032762994
57,270006.OF,69.414887131898
58,270008.OF,71.27573877043
59,270021.OF,68.057100086048
60,270025.OF,76.824140007978
61,270028.OF,43.035332345045
62,270041.OF,63.375083998721
63,270050.OF,71.780362522207
64,288002.OF,28.221086468227
65,290011.OF,94.86224702668
66,290012.OF,70.38876809772
67,320003.OF,47.20964467892
68,320005.OF,71.024675782288
69,320011.OF,60.269896045772
70,320012.OF,56.874432261275
71,320015.OF,65.447587927445
72,340007.OF,62.48225085915
73,370027.OF,57.804902581482
74,375010.OF,63.746587915992
75,377010.OF,69.323901253707
76,377016.OF,
77,377240.OF,65.123533374139
78,378010.OF,35.980245361513
79,378546.OF,
80,379010.OF,51.566791783099
81,398011.OF,46.867601072527
82,398021.OF,49.77417542768
83,398061.OF,60.700849854949
84,400001.OF,53.489688083209
85,400007.OF,50.069144567227
86,400011.OF,27.090785756111
87,400015.OF,72.971022784002
88,400025.OF,50.963741364713
89,410003.OF,54.367994164495
90,410006.OF,45.802086676582
91,410007.OF,54.021760644328
92,420001.OF,37.044361378789
93,420003.OF,56.242173121932
94,420005.OF,66.038349535075
95,450002.OF,55.862448583765
96,450003.OF,50.091455291644
97,450004.OF,27.945150824961
98,450007.OF,47.668419580646
99,450010.OF,29.787142090242
100,450011.OF,51.803400919093
101,460001.OF,49.374699540448
102,460007.OF,61.916024486246
103,460009.OF,8.9689002822247
104,460010.OF,
105,470006.OF,65.135960418256
106,470008.OF,54.516039548465
107,470009.OF,39.708648277047
108,481001.OF,46.577055937018
109,481004.OF,31.978389673619
110,481006.OF,51.583136898864
111,481008.OF,51.371849007274
112,481013.OF,52.676569408664
113,487021.OF,49.078830208388
114,519001.OF,25.710150331485
115,519002.OF,38.215355387937
116,519003.OF,39.504930786512
117,519005.OF,48.759312663666
118,519008.OF,49.412708435992
119,519011.OF,65.309961011219
120,519015.OF,64.772372668007
121,519017.OF,51.545699972491
122,519018.OF,36.263766634694
123,519020.OF,73.270521915283
124,519021.OF,70.640693065821
125,519025.OF,32.035262075513
126,519026.OF,67.826712063247
127,519029.OF,46.0959403035
128,519035.OF,71.169889659759
129,519056.OF,64.355158374185
130,519069.OF,42.027558820335
131,519087.OF,65.086427697754
132,519089.OF,43.909325150778
133,519093.OF,41.875846391014
134,519126.OF,42.667338405446
135,519133.OF,35.308741187975
136,519139.OF,60.069763992748
137,519181.OF,72.044609739732
138,519195.OF,75.361962606826
139,519196.OF,60.585546220248
140,519224.OF,19.544454862075
141,519601.OF,
142,519619.OF,55.971755566197
143,519621.OF,55.971755566197
144,519651.OF,61.66099576546
145,519664.OF,72.883187504873
146,519668.OF,47.235053496645
147,519672.OF,54.523181031552
148,519674.OF,84.93095124837
149,519678.OF,71.638015258775
150,519688.OF,62.233212865432
151,519690.OF,54.427401238548
152,519692.OF,79.087262185456
153,519694.OF,78.943668025753
154,519696.OF,
155,519704.OF,53.884610599983
156,519710.OF,84.849199382294
157,519712.OF,80.344273557897
158,519727.OF,76.364231599644
159,519736.OF,77.738041533584
160,519756.OF,52.22153550181
161,519767.OF,58.720045726853
162,519773.OF,72.122245023107
163,519908.OF,46.561142934986
164,519915.OF,61.023177319847
165,519929.OF,54.780708265174
166,519983.OF,19.925023054458
167,519991.OF,54.954581080463
168,519995.OF,26.824303976085
169,530001.OF,47.286481100489
170,530003.OF,79.534365954106
171,530006.OF,88.848259684523
172,530019.OF,86.723003463037
173,539002.OF,
174,550001.OF,43.662274791399
175,550002.OF,44.185602986421
176,550003.OF,47.641361159598
177,550008.OF,39.589400328371
178,570001.OF,66.639084136299
179,570008.OF,66.8249971018
180,590005.OF,66.006894574772
181,610004.OF,45.219934474212
182,610005.OF,65.70460965279
183,610006.OF,52.265418400381
184,620006.OF,58.514774488729
185,630002.OF,26.554834830892
186,630006.OF,49.009023963507
187,630010.OF,47.204054859117
188,630016.OF,41.315656679402
189,660004.OF,34.199307800557
190,660006.OF,24.878601074542
191,660010.OF,45.734175401385
192,660012.OF,52.007274196443
193,688888.OF,77.867767701293
194,690004.OF,56.67393324853
195,690005.OF,64.579573607651
196,690007.OF,53.538215106316
197,700001.OF,33.386644386223
198,700003.OF,60.910002099734
199,720001.OF,57.158157062396
200,730002.OF,74.909818700715
201,750001.OF,49.668667022674
202,960001.OF,76.824140007978
203,960007.OF,65.123533374139
204,960008.OF,45.616790768896
205,960016.OF,79.087262185456
206,960018.OF,59.055548553459
207,960020.OF,54.60002305497
208,960021.OF,50.091455291644
209,960024.OF,71.685062682524
210,960028.OF,79.534365954106
211,160133.SZ,46.296886304662
212,160322.SZ,57.857729580937
213,000041.OF,
214,000043.OF,
215,000044.OF,
216,000082.OF,23.61564949789
217,000309.OF,71.727914049099
218,000409.OF,79.19217809109
219,000457.OF,71.431787138012
220,000471.OF,34.472033153346
221,000513.OF,67.322059964362
222,000524.OF,46.623089781359
223,000549.OF,19.81970436244
224,000577.OF,76.499598907927
225,000592.OF,46.609142004405
226,000628.OF,76.947473849056
227,000746.OF,75.902016533709
228,000751.OF,54.185706021293
229,000761.OF,51.47663067857
230,000778.OF,76.252697617017
231,000780.OF,41.386138088482
232,000803.OF,89.295715362705
233,000828.OF,59.450221676034
234,000831.OF,53.01337471731
235,000866.OF,48.816630324034
236,000893.OF,38.673431033026
237,000925.OF,48.19303783473
238,000955.OF,44.520500215498
239,000960.OF,61.488954937801
240,000971.OF,66.229939403284
241,000978.OF,9.1664617252175
242,000979.OF,59.411967825105
243,000985.OF,54.889021971168
244,000991.OF,56.799501934013
245,001008.OF,33.586775398027
246,001009.OF,47.493694316107
247,001028.OF,20.356652254308
248,001036.OF,46.39700931678
249,001040.OF,69.177374093587
250,001044.OF,71.58085673984
251,001054.OF,63.979450109198
252,001070.OF,52.770101894279
253,001072.OF,40.652565678584
254,001126.OF,59.730001103521
255,001158.OF,52.091972287988
256,001163.OF,68.46076685756
257,001166.OF,61.34477812511
258,001171.OF,46.170961385878
259,001178.OF,79.06756948009
260,001186.OF,55.010165843193
261,001195.OF,59.157852871282
262,001223.OF,68.365940681838
263,001230.OF,63.633186768847
264,001236.OF,51.659025811012
265,001245.OF,51.204099334371
266,001291.OF,18.197901711312
267,001313.OF,51.328294866904
268,001396.OF,41.820069708291
269,001404.OF,53.664233938916
270,001410.OF,22.498674676757
271,001473.OF,89.446773114386
272,001476.OF,34.42733889426
273,001482.OF,51.153376694951
274,001490.OF,50.786461734741
275,001496.OF,52.83581493527
276,001528.OF,64.158002335027
277,001576.OF,64.776075926434
278,001579.OF,47.724978382424
279,001583.OF,55.334294750792
280,001605.OF,40.555068625888
281,001616.OF,59.763446387616
282,001637.OF,11.323137278173
283,001643.OF,53.598242208123
284,001645.OF,81.246202875699
285,001651.OF,43.354966977786
286,001672.OF,31.145480168685
287,001703.OF,51.402073016759
288,001705.OF,43.315454414749
289,001717.OF,61.175388883081
290,001718.OF,57.11010171281
291,001719.OF,72.775108048674
292,001725.OF,70.03579355685
293,001726.OF,65.893221909065
294,001736.OF,23.434076875544
295,001766.OF,60.578019885814
296,001790.OF,63.011470781354
297,001825.OF,56.878619339482
298,001878.OF,48.296473028751
299,001917.OF,17.294254098601
300,001956.OF,63.914878809641
301,001974.OF,18.103547706603
302,001975.OF,42.611355267522
303,002121.OF,58.196755888061
304,002168.OF,64.046480288557
305,002210.OF,15.624933838386
306,002229.OF,43.876190361958
307,002334.OF,17.554521387566
308,002952.OF,21.791764519125
309,003145.OF,36.340382709307
310,003298.OF,74.085896551529
311,003624.OF,54.948516448991
312,003745.OF,72.284249907096
313,003834.OF,72.515799667491
314,003984.OF,64.556375315846
315,004075.OF,62.92894162306
316,004476.OF,39.433523560915
317,004640.OF,66.108767097058
318,004683.OF,48.579373701549
319,004716.OF,24.08622729946
320,004851.OF,51.694623808455
321,004995.OF,53.046265584523
322,005037.OF,38.441915278415
323,005237.OF,38.001455508328
324,005267.OF,74.955198443242
325,005268.OF,58.017117235103
326,005402.OF,71.799776097599
327,005495.OF,48.929675248066
328,040018.OF,
329,040021.OF,
330,110022.OF,79.618078731194
331,118001.OF,
332,162208.OF,33.575500064584
333,320022.OF,31.31016425977
334,340006.OF,46.777712556651
335,376510.OF,35.317711621156
336,450009.OF,51.162243510424
337,457001.OF,
338,519193.OF,55.374159719208
339,519714.OF,78.767937985353
340,519965.OF,32.057891205854
341,519975.OF,19.336352343845
342,540008.OF,64.327933898403
343,540010.OF,58.439828033622
344,580008.OF,61.604232683492
345,160314.SZ,47.053831884046
346,160518.SZ,35.38530730954
347,160613.SZ,50.077522496885
348,160916.SZ,64.02003559524
349,160918.SZ,55.523362080454
350,161005.SZ,32.652131907231
351,161224.SZ,49.149467924558
352,161610.SZ,21.34127728465
353,161706.SZ,73.447935875438
354,161810.SZ,84.299665857545
355,161903.SZ,71.704884947593
356,162006.SZ,52.320815294878
357,162605.SZ,78.260488620537
358,162703.SZ,69.214536747215
359,163302.SZ,45.242025532903
360,163406.SZ,40.02663910672
361,163409.SZ,60.792476845627
362,163412.SZ,62.143506831449
363,163415.SZ,35.470561345505
364,163503.SZ,34.58039573027
365,165313.SZ,49.107667889895
366,165512.SZ,55.074989707035
367,166001.SZ,40.226988480851
368,166006.SZ,41.252584453109
369,166009.SZ,51.551794637101
370,166024.SZ,44.036669479849
371,168101.SZ,79.709229666571
372,168102.SZ,27.183421176461
373,501038.SH,77.439110395703
374,501046.SH,57.224133905609
375,501049.SH,57.700578890359
376,501051.SH,51.935428618796
377,000011.OF,48.18593496482
378,000017.OF,48.327234136047
379,000020.OF,41.944146427864
380,000021.OF,28.82622767018
381,000031.OF,68.677684847255
382,000039.OF,36.874290801611
383,000083.OF,61.516165886024
384,000117.OF,61.353546501855
385,000120.OF,37.917356462621
386,000127.OF,43.552410128644
387,000167.OF,65.288612984075
388,000172.OF,18.911733381235
389,000173.OF,48.466054149566
390,000242.OF,46.248792137536
391,000251.OF,73.326463790396
392,000263.OF,44.679618610027
393,000264.OF,40.635027478055
394,000294.OF,56.359711027651
395,000308.OF,53.303433655968
396,000339.OF,45.128096328657
397,000354.OF,57.68430112892
398,000390.OF,23.801663172107
399,000408.OF,64.335653883029
400,000480.OF,39.68269679971
401,000520.OF,53.13455930177
402,000522.OF,88.600964725873
403,000527.OF,33.227829153786
404,000551.OF,51.158206519428
405,000589.OF,52.773752886508
406,000595.OF,55.149669103291
407,000609.OF,43.711161468734
408,000612.OF,55.407283700258
409,000619.OF,53.455973214795
410,000646.OF,15.443607673174
411,000652.OF,48.865592553479
412,000727.OF,52.162841323147
413,000742.OF,82.792384747324
414,000747.OF,74.401714376719
415,000757.OF,36.42856630511
416,000794.OF,77.700016362191
417,000877.OF,17.435829913378
418,000880.OF,53.805617591131
419,000934.OF,
420,000939.OF,69.954948063841
421,000940.OF,63.222509595716
422,000965.OF,51.149468629894
423,000967.OF,39.08258473123
424,000976.OF,52.371411180727
425,000977.OF,45.189886425266
426,001000.OF,60.815113851183
427,001017.OF,12.837618677363
428,001018.OF,43.906039953305
429,001053.OF,32.467529001317
430,001071.OF,38.112961810516
431,001074.OF,20.078554568782
432,001102.OF,73.98271026428
433,001106.OF,40.737165035159
434,001117.OF,38.849961867129
435,001125.OF,39.077039703768
436,001143.OF,43.303699858307
437,001150.OF,34.141687443575
438,001179.OF,48.637224089242
439,001184.OF,50.370211076253
440,001222.OF,70.69918726519
441,001255.OF,44.451892046893
442,001256.OF,35.021378525515
443,001280.OF,47.307443347418
444,001297.OF,53.588243002766
445,001349.OF,49.737469575649
446,001366.OF,33.37687080745
447,001371.OF,42.711999598452
448,001373.OF,44.285447098317
449,001382.OF,85.729205202759
450,001398.OF,61.575266136499
451,001437.OF,81.331635858656
452,001457.OF,35.342688043453
453,001468.OF,24.446644863071
454,001475.OF,71.732275458828
455,001480.OF,58.68099134786
456,001513.OF,31.863060263056
457,001538.OF,61.107100028677
458,001558.OF,58.506101056164
459,001564.OF,35.231662638817
460,001569.OF,60.666773982047
461,001607.OF,67.591323994361
462,001667.OF,27.678464263681
463,001668.OF,
464,001701.OF,47.673187833599
465,001798.OF,58.799518171589
466,001808.OF,51.847392775511
467,001810.OF,43.66042047442
468,001832.OF,64.330839173622
469,001837.OF,82.892158714932
470,001838.OF,77.597638412675
471,001857.OF,72.520142868005
472,001861.OF,59.028431467597
473,001869.OF,57.953978911994
474,001897.OF,40.316346372364
475,001910.OF,44.671927662262
476,001924.OF,55.134603939748
477,001927.OF,65.591554712724
478,001933.OF,70.75048346273
479,001951.OF,68.983050765874
480,001955.OF,87.828070009561
481,001985.OF,58.283223933779
482,001986.OF,85.370248211834
483,001990.OF,15.842855795958
484,002124.OF,41.106472846809
485,002181.OF,59.665170947738
486,002214.OF,48.801231432302
487,002249.OF,50.744759870657
488,002259.OF,42.571726319236
489,002340.OF,44.966090965309
490,002545.OF,25.72012123753
491,002562.OF,9.8755124408791
492,002593.OF,58.79679580899
493,002624.OF,74.727032618617
494,002653.OF,34.419549145586
495,002685.OF,58.224864668477
496,002692.OF,51.800401643803
497,002707.OF,65.893811377477
498,002708.OF,65.073135472657
499,002803.OF,42.996308727455
500,002808.OF,34.922748399022
501,002837.OF,29.272342102016
502,002910.OF,76.386159504506
503,002939.OF,84.876054078515
504,002955.OF,21.837873408229
505,002983.OF,59.29435858006
506,003095.OF,66.896868922193
507,003131.OF,25.810779952051
508,003241.OF,13.264408804001
509,003243.OF,
510,003244.OF,
511,003245.OF,
512,003293.OF,42.486815313474
513,003378.OF,52.176138029271
514,003413.OF,71.693367114707
515,003580.OF,35.626874144136
516,003713.OF,69.918887964366
517,003715.OF,83.521172800847
518,003751.OF,65.585881404036
519,003940.OF,53.477356975533
520,004183.OF,60.334877292465
521,004249.OF,55.312894292522
522,004263.OF,55.607290166576
523,004351.OF,28.928803984041
524,004374.OF,56.733096539989
525,004393.OF,54.135789773044
526,004394.OF,39.864995631765
527,004477.OF,49.107535359475
528,004505.OF,55.253830428142
529,004641.OF,14.546769850433
530,004666.OF,53.57975983179
531,004702.OF,47.31099901513
532,004868.OF,78.604836336112
533,004871.OF,36.551411456846
534,004877.OF,
535,004878.OF,
536,004879.OF,
537,004881.OF,26.317128063964
538,004958.OF,24.437197140769
539,005028.OF,47.304339347448
540,005075.OF,20.079355420086
541,005094.OF,65.175934457398
542,005119.OF,60.957856340919
543,005142.OF,64.617462225854
544,005241.OF,67.417190734797
545,005244.OF,48.154274487186
546,005250.OF,41.719587661249
547,005258.OF,10.698928587028
548,005260.OF,6.9023629705434
549,005299.OF,53.176963878754
550,005335.OF,77.538494080223
551,020005.OF,47.580545143368
552,020010.OF,52.691560481452
553,020023.OF,39.124404059477
554,040004.OF,51.775849614248
555,040005.OF,56.47607625139
556,040007.OF,41.001207313546
557,040008.OF,48.928219976346
558,040011.OF,63.376375202835
559,040015.OF,56.830670599866
560,040016.OF,50.444747965279
561,040020.OF,51.496384560655
562,040025.OF,40.534041657013
563,050009.OF,58.680103195913
564,050010.OF,55.013893541033
565,050018.OF,36.413285740112
566,070001.OF,71.685062682524
567,070002.OF,63.318618476651
568,070006.OF,64.661484855213
569,070011.OF,42.571383538817
570,070017.OF,16.038797162597
571,070019.OF,74.563517833595
572,070021.OF,55.82529063789
573,070032.OF,67.545682500842
574,070099.OF,42.888321316139
575,080007.OF,38.40334543925
576,090004.OF,68.239397286499
577,090009.OF,53.910516516019
578,090011.OF,42.310218964598
579,090013.OF,62.417813344802
580,090015.OF,59.055548553459
581,090018.OF,68.521202954474
582,090020.OF,62.404301061683
583,100020.OF,78.009463907353
584,100026.OF,57.437084204521
585,100039.OF,55.401614464937
586,100060.OF,48.24762042726
587,100061.OF,
588,110013.OF,41.518331220919
589,110015.OF,57.432953489442
590,110023.OF,63.508718085961
591,110029.OF,38.27184163384701
592,121003.OF,21.571532224063
593,121008.OF,51.247370448282
594,160603.OF,48.377405027847
595,160624.OF,47.865583597117
596,161606.OF,78.024770187796
